Username,Rating,Review Text,casefolding,normalisasi,tokenize,stopword,stemming
kang aep,1,Saya kecewa dengan link aja pernah deposit rb di bank BRI sudah terpotong tapi saldo tidak masuk coba ke CS nya ga jelas minta upload struk transaksi tapi tidak bisa di upload Jujur aja link aja ga proporsional kalah,saya kecewa dengan link aja pernah deposit rb di bank bri sudah terpotong tapi saldo tidak masuk coba ke cs nya ga jelas minta upload struk transaksi tapi tidak bisa di upload jujur aja link aja ga proporsional kalah,saya kecewa dentidakn link sssaja pernah deposit ribu di bank bri sudah terpotong tapi saldo tidak masuk coba ke customer service ya tidak jelas meminta upload struk transaksi tapi tidak bisa di upload jujur sssaja link sssaja tidak proporsional kalah,"['saya', 'kecewa', 'dentidakn', 'link', 'sssaja', 'pernah', 'deposit', 'ribu', 'di', 'bank', 'bri', 'sudah', 'terpotong', 'tapi', 'saldo', 'tidak', 'masuk', 'coba', 'ke', 'customer', 'service', 'ya', 'tidak', 'jelas', 'meminta', 'upload', 'struk', 'transaksi', 'tapi', 'tidak', 'bisa', 'di', 'upload', 'jujur', 'sssaja', 'link', 'sssaja', 'tidak', 'proporsional', 'kalah']","['kecewa', 'dentidakn', 'link', 'sssaja', 'deposit', 'ribu', 'bank', 'bri', 'terpotong', 'saldo', 'masuk', 'coba', 'customer', 'service', 'upload', 'struk', 'transaksi', 'upload', 'jujur', 'sssaja', 'link', 'sssaja', 'proporsional', 'kalah']","kecewa, dentidakn, link, sssaja, deposit, ribu, bank, bri, potong, saldo, masuk, coba, customer, service, upload, struk, transaksi, upload, jujur, sssaja, link, sssaja, proporsional, kalah"
Surya Aquarius Zibank,1,Apliaksi EROR datar Suruh ISI nama Lengkap Udah di ISI tapi malah EROR trus minta Isi nama lengkap,apliaksi eror datar suruh isi nama lengkap udah di isi tapi malah eror trus minta isi nama lengkap,apliaksi eror datar suruh isi nama lengkap sudah di isi tapi malah eror terus meminta isi nama lengkap,"['apliaksi', 'eror', 'datar', 'suruh', 'isi', 'nama', 'lengkap', 'sudah', 'di', 'isi', 'tapi', 'malah', 'eror', 'terus', 'meminta', 'isi', 'nama', 'lengkap']","['apliaksi', 'eror', 'datar', 'suruh', 'isi', 'nama', 'lengkap', 'isi', 'eror', 'isi', 'nama', 'lengkap']","apliaksi, eror, datar, suruh, isi, nama, lengkap, isi, eror, isi, nama, lengkap"
may alifia santoso,3,Kenapa top up saldo di indomaret tidak bisa,kenapa top up saldo di indomaret tidak bisa,kenapa top up saldo di indomaret tidak bisa,"['kenapa', 'top', 'up', 'saldo', 'di', 'indomaret', 'tidak', 'bisa']","['top', 'up', 'saldo', 'indomaret']","top, up, saldo, indomaret"
margokayuares 1982,1,APLIKASI TERBURUK PALING BURUK,aplikasi terburuk paling buruk,aplikasi terburuk paling buruk,"['aplikasi', 'terburuk', 'paling', 'buruk']","['aplikasi', 'terburuk', 'buruk']","aplikasi, buruk, buruk"
heri liza,1,Sudah tauh nomor yg di tuju sudah tidak aktip dan tidak digunakan lagi tetap saja dana yg keluar di transaksikan dan yg parah nomor yg di tujuh juga tidak jelas apa dan siapa dan apakah benar juga salah Aplikasi ini menjeebak Karna Tidak sesuai syariah tidak bagus sperti app lain nyasperti BriMo dan App DANA rating teratas,sudah tauh nomor yg di tuju sudah tidak aktip dan tidak digunakan lagi tetap saja dana yg keluar di transaksikan dan yg parah nomor yg di tujuh juga tidak jelas apa dan siapa dan apakah benar juga salah aplikasi ini menjeebak karna tidak sesuai syariah tidak bagus sperti app lain nyasperti brimo dan app dana rating teratas,sudah tauh nomor yang di tuju sudah tidak aktip dan tidak digunakan lagi tetap saja dana yang keluar di transaksikan dan yang parah nomor yang di tujuh juga tidak jelas apa dan siapa dan apakah benar juga salah aplikasi ini menjeebak karena tidak sesuai syariah tidak bagus seperti app lain nyaseperti brimo dan app dana rating teratas,"['sudah', 'tauh', 'nomor', 'yang', 'di', 'tuju', 'sudah', 'tidak', 'aktip', 'dan', 'tidak', 'digunakan', 'lagi', 'tetap', 'saja', 'dana', 'yang', 'keluar', 'di', 'transaksikan', 'dan', 'yang', 'parah', 'nomor', 'yang', 'di', 'tujuh', 'juga', 'tidak', 'jelas', 'apa', 'dan', 'siapa', 'dan', 'apakah', 'benar', 'juga', 'salah', 'aplikasi', 'ini', 'menjeebak', 'karena', 'tidak', 'sesuai', 'syariah', 'tidak', 'bagus', 'seperti', 'app', 'lain', 'nyaseperti', 'brimo', 'dan', 'app', 'dana', 'rating', 'teratas']","['tauh', 'nomor', 'tuju', 'aktip', 'dana', 'transaksikan', 'parah', 'nomor', 'tujuh', 'salah', 'aplikasi', 'menjeebak', 'sesuai', 'syariah', 'bagus', 'app', 'nyaseperti', 'brimo', 'app', 'dana', 'rating', 'teratas']","tauh, nomor, tuju, aktip, dana, transaksi, parah, nomor, tujuh, salah, aplikasi, menjeebak, sesuai, syariah, bagus, app, nyaseperti, brimo, app, dana, rating, atas"
Dian Purnama Sari,1,Aplikasi paling jelek yg pernah ada tarik uang di atm uang tdk kluar tp saldo terpotong pengaduan ke CS bkin hbis pulsa ga ada jawaban email ga bisa di aplikasi diarahkan untuk live chat tp tdk ada penyelesaian sdah mnggu saldo tdk kembali klo bukan karena sebagian gaji masuk kesini sdah kuhapus ini aplikasi tlg diperbaiki Dlu komplain paling lama hari sdah ada penyelesaian skrg bukannya makin cepat tp mkin tdk jelas,aplikasi paling jelek yg pernah ada tarik uang di atm uang tdk kluar tp saldo terpotong pengaduan ke cs bkin hbis pulsa ga ada jawaban email ga bisa di aplikasi diarahkan untuk live chat tp tdk ada penyelesaian sdah mnggu saldo tdk kembali klo bukan karena sebagian gaji masuk kesini sdah kuhapus ini aplikasi tlg diperbaiki dlu komplain paling lama hari sdah ada penyelesaian skrg bukannya makin cepat tp mkin tdk jelas,aplikasi paling jelek yang pernah ada tarik uang di atm uang tidak keluar tapi saldo terpotong pentidakduan ke customer service bikin habis pulsa tidak ada jawaban email tidak bisa di aplikasi diarahkan untuk live chat tapi tidak ada penyelesaian sudah mnggu saldo tidak kembali kalau bukan karena sebagian tidakji masuk kesini sudah kuhapus ini aplikasi tolong diperbaiki dulu komplain paling lama hari sudah ada penyelesaian sekarang bukannya makin cepat tapi makin tidak jelas,"['aplikasi', 'paling', 'jelek', 'yang', 'pernah', 'ada', 'tarik', 'uang', 'di', 'atm', 'uang', 'tidak', 'keluar', 'tapi', 'saldo', 'terpotong', 'pentidakduan', 'ke', 'customer', 'service', 'bikin', 'habis', 'pulsa', 'tidak', 'ada', 'jawaban', 'email', 'tidak', 'bisa', 'di', 'aplikasi', 'diarahkan', 'untuk', 'live', 'chat', 'tapi', 'tidak', 'ada', 'penyelesaian', 'sudah', 'mnggu', 'saldo', 'tidak', 'kembali', 'kalau', 'bukan', 'karena', 'sebagian', 'tidakji', 'masuk', 'kesini', 'sudah', 'kuhapus', 'ini', 'aplikasi', 'tolong', 'diperbaiki', 'dulu', 'komplain', 'paling', 'lama', 'hari', 'sudah', 'ada', 'penyelesaian', 'sekarang', 'bukannya', 'makin', 'cepat', 'tapi', 'makin', 'tidak', 'jelas']","['aplikasi', 'jelek', 'tarik', 'uang', 'atm', 'uang', 'saldo', 'terpotong', 'pentidakduan', 'customer', 'service', 'bikin', 'habis', 'pulsa', 'email', 'aplikasi', 'diarahkan', 'live', 'chat', 'penyelesaian', 'mnggu', 'saldo', 'tidakji', 'masuk', 'kesini', 'kuhapus', 'aplikasi', 'tolong', 'diperbaiki', 'komplain', 'penyelesaian', 'cepat']","aplikasi, jelek, tarik, uang, atm, uang, saldo, potong, pentidakduan, customer, service, bikin, habis, pulsa, email, aplikasi, arah, live, chat, selesai, mnggu, saldo, tidakji, masuk, kesini, hapus, aplikasi, tolong, baik, komplain, selesai, cepat"
Riko Bluebird,5,Ok,ok,ok,['ok'],['ok'],ok
Amstronx bukber,4,Mantap,mantap,mantap,['mantap'],['mantap'],mantap
Antonio Niguel,5,Sejauh ini aman aja,sejauh ini aman aja,sejauh ini aman saja,"['sejauh', 'ini', 'aman', 'saja']",['aman'],aman
Iwan Ridwan,5,Saya Suka Sama Aplikasi ini,saya suka sama aplikasi ini,saya suka sama aplikasi ini,"['saya', 'suka', 'sama', 'aplikasi', 'ini']","['suka', 'aplikasi']","suka, aplikasi"
Mochamad Ir,5,Adain fitur pembuatan kartu seperti e money Min buat naik transportasi Dll Selesai buat kirim ke alamat pengguna,adain fitur pembuatan kartu seperti e money min buat naik transportasi dll selesai buat kirim ke alamat pengguna,mengadakan fitur pembuatan kartu seperti e money min buat naik transportasi dll selesai buat kirim ke alamat pengguna,"['mengadakan', 'fitur', 'pembuatan', 'kartu', 'seperti', 'e', 'money', 'min', 'buat', 'naik', 'transportasi', 'dll', 'selesai', 'buat', 'kirim', 'ke', 'alamat', 'pengguna']","['mengadakan', 'fitur', 'pembuatan', 'kartu', 'e', 'money', 'min', 'transportasi', 'dll', 'selesai', 'kirim', 'alamat', 'pengguna']","ada, fitur, buat, kartu, e, money, min, transportasi, dll, selesai, kirim, alamat, guna"
Sazali Anwar,5,Ok,ok,ok,['ok'],['ok'],ok
Jumatia Dhana,1,Aplikasi jelek di update bukannya makin bagus malah lemot ribet,aplikasi jelek di update bukannya makin bagus malah lemot ribet,aplikasi jelek di update bukannya makin bagus malah lemot ribet,"['aplikasi', 'jelek', 'di', 'update', 'bukannya', 'makin', 'bagus', 'malah', 'lemot', 'ribet']","['aplikasi', 'jelek', 'update', 'bagus', 'lemot', 'ribet']","aplikasi, jelek, update, bagus, lot, ribet"
Vivo Y12,5,Mantap bisa ambil di ATM nega,mantap bisa ambil di atm nega,mantap bisa ambil di atm nega,"['mantap', 'bisa', 'ambil', 'di', 'atm', 'nega']","['mantap', 'ambil', 'atm', 'nega']","mantap, ambil, atm, nega"
Busamman Busamman,5,Ok,ok,ok,['ok'],['ok'],ok
Happsari Farm,1,Aplikasi ini menipu saya uang saya kepotong dan untuk mengakhiri layanan saja susah,aplikasi ini menipu saya uang saya kepotong dan untuk mengakhiri layanan saja susah,aplikasi ini menipu saya uang saya kepotong dan untuk mengakhiri layanan saja susah,"['aplikasi', 'ini', 'menipu', 'saya', 'uang', 'saya', 'kepotong', 'dan', 'untuk', 'mengakhiri', 'layanan', 'saja', 'susah']","['aplikasi', 'menipu', 'uang', 'kepotong', 'layanan', 'susah']","aplikasi, tipu, uang, potong, layan, susah"
Fellycia Mantiri,2,Topup emoney tapi saldo tidak terupdate padahal saldo sudah terpotong Sudah ke pusat bantuan tapi tidak ada respon ataupun solusi Tidak ada media sosial juga untuk melakukan pelaporan,topup emoney tapi saldo tidak terupdate padahal saldo sudah terpotong sudah ke pusat bantuan tapi tidak ada respon ataupun solusi tidak ada media sosial juga untuk melakukan pelaporan,topup emoney tapi saldo tidak terupdate padahal saldo sudah terpotong sudah ke pusat bantuan tapi tidak ada respon ataupun solusi tidak ada media sosial juga untuk melakukan pelaporan,"['topup', 'emoney', 'tapi', 'saldo', 'tidak', 'terupdate', 'padahal', 'saldo', 'sudah', 'terpotong', 'sudah', 'ke', 'pusat', 'bantuan', 'tapi', 'tidak', 'ada', 'respon', 'ataupun', 'solusi', 'tidak', 'ada', 'media', 'sosial', 'juga', 'untuk', 'melakukan', 'pelaporan']","['topup', 'emoney', 'saldo', 'terupdate', 'saldo', 'terpotong', 'pusat', 'bantuan', 'respon', 'solusi', 'media', 'sosial', 'pelaporan']","topup, emoney, saldo, terupdate, saldo, potong, pusat, bantu, respon, solusi, media, sosial, lapor"
SAM J,1,Baru kali ini beli token listrik sampai hari belum di kirimkirim padahal transaksi sukses hub call center katanya pengaduan semua di alihkan ke live chat Kita masuk di live chat gak bisabisa Sampi di arahin konfirmasi ke operator selular dan gak ada masalah dari operator selular Makin aneh aja sekarang sudah hampir bilan masih gak ada kejelasa,baru kali ini beli token listrik sampai hari belum di kirimkirim padahal transaksi sukses hub call center katanya pengaduan semua di alihkan ke live chat kita masuk di live chat gak bisabisa sampi di arahin konfirmasi ke operator selular dan gak ada masalah dari operator selular makin aneh aja sekarang sudah hampir bilan masih gak ada kejelasa,baru kali ini beli token listrik sampai hari belum di kirimkirim padahal transaksi sukses hubungan call center katanya pengaduan semua di alihkan ke live chat kita masuk di live chat tidak bisabisa sampi di arahin konfirmasi ke operator selular dan tidak ada masalah dari operator selular makin aneh saja sekarang sudah hampir bilan masih tidak ada kejelasa,"['baru', 'kali', 'ini', 'beli', 'token', 'listrik', 'sampai', 'hari', 'belum', 'di', 'kirimkirim', 'padahal', 'transaksi', 'sukses', 'hubungan', 'call', 'center', 'katanya', 'pengaduan', 'semua', 'di', 'alihkan', 'ke', 'live', 'chat', 'kita', 'masuk', 'di', 'live', 'chat', 'tidak', 'bisabisa', 'sampi', 'di', 'arahin', 'konfirmasi', 'ke', 'operator', 'selular', 'dan', 'tidak', 'ada', 'masalah', 'dari', 'operator', 'selular', 'makin', 'aneh', 'saja', 'sekarang', 'sudah', 'hampir', 'bilan', 'masih', 'tidak', 'ada', 'kejelasa']","['kali', 'beli', 'token', 'listrik', 'kirimkirim', 'transaksi', 'sukses', 'hubungan', 'call', 'center', 'pengaduan', 'alihkan', 'live', 'chat', 'masuk', 'live', 'chat', 'bisabisa', 'sampi', 'arahin', 'konfirmasi', 'operator', 'selular', 'operator', 'selular', 'aneh', 'bilan', 'kejelasa']","kali, beli, token, listrik, kirimkirim, transaksi, sukses, hubung, call, center, adu, alih, live, chat, masuk, live, chat, bisabisa, sampi, arahin, konfirmasi, operator, selular, operator, selular, aneh, bilan, jasa"
Nyimas Yunie,1,rame ramai demo di aplikasi ini karna aplikasi sampah,rame ramai demo di aplikasi ini karna aplikasi sampah,rame ramai demo di aplikasi ini karena aplikasi sampah,"['rame', 'ramai', 'demo', 'di', 'aplikasi', 'ini', 'karena', 'aplikasi', 'sampah']","['rame', 'ramai', 'demo', 'aplikasi', 'aplikasi', 'sampah']","rame, ramai, demo, aplikasi, aplikasi, sampah"
sariaspar asri,1,cara daftarnya terlalu ribet,cara daftarnya terlalu ribet,cara daftarnya terlalu ribet,"['cara', 'daftarnya', 'terlalu', 'ribet']","['daftarnya', 'ribet']","daftar, ribet"
Andi Chaerul,2,pelayanan CS slow responsangat mengecewakan tdk ada nomor yg bisa dihubungilive chat susah untuk dihubungilink aja bikin kecewa pengguna,pelayanan cs slow responsangat mengecewakan tdk ada nomor yg bisa dihubungilive chat susah untuk dihubungilink aja bikin kecewa pengguna,pelayanan customer service slow responsangat mengecewakan tidak ada nomor yang bisa dihubungilive chat susah untuk dihubungilink saja bikin kecewa pengguna,"['pelayanan', 'customer', 'service', 'slow', 'responsangat', 'mengecewakan', 'tidak', 'ada', 'nomor', 'yang', 'bisa', 'dihubungilive', 'chat', 'susah', 'untuk', 'dihubungilink', 'saja', 'bikin', 'kecewa', 'pengguna']","['pelayanan', 'customer', 'service', 'slow', 'responsangat', 'mengecewakan', 'nomor', 'dihubungilive', 'chat', 'susah', 'dihubungilink', 'bikin', 'kecewa', 'pengguna']","layan, customer, service, slow, responsangat, kecewa, nomor, dihubungilive, chat, susah, dihubungilink, bikin, kecewa, guna"
Sey,1,Tf masak admin gak masuk akal,tf masak admin gak masuk akal,transfer masak admin tidak masuk akal,"['transfer', 'masak', 'admin', 'tidak', 'masuk', 'akal']","['transfer', 'masak', 'admin', 'masuk', 'akal']","transfer, masak, admin, masuk, akal"
Fikri Abi,5,Aplikasi yg sangat membantu saya,aplikasi yg sangat membantu saya,aplikasi yang sangat membantu saya,"['aplikasi', 'yang', 'sangat', 'membantu', 'saya']","['aplikasi', 'membantu']","aplikasi, bantu"
Yohan Freddy Harahap,1,Kalau menciptakan apk untuk mainmain bikin status apk game bukan apk keuangan linkaja,kalau menciptakan apk untuk mainmain bikin status apk game bukan apk keuangan linkaja,kalau menciptakan apk untuk mainmain bikin status apk game bukan apk keuangan linkaja,"['kalau', 'menciptakan', 'apk', 'untuk', 'mainmain', 'bikin', 'status', 'apk', 'game', 'bukan', 'apk', 'keuangan', 'linkaja']","['menciptakan', 'apk', 'mainmain', 'bikin', 'status', 'apk', 'game', 'apk', 'keuangan', 'linkaja']","cipta, apk, mainmain, bikin, status, apk, game, apk, uang, linkaja"
Sigit Walsito,5,Jadi kalau ada yang,jadi kalau ada yang,jadi kalau ada yang,"['jadi', 'kalau', 'ada', 'yang']",[],
Fariz Hasbullah,4,Klo ada kendala misal top up emoney tidak bs masuk lgsg aja lapor di livechat akan diproses max x jam Thanks,klo ada kendala misal top up emoney tidak bs masuk lgsg aja lapor di livechat akan diproses max x jam thanks,kalau ada kendala misal top up emoney tidak bisa masuk langsung saja lapor di livechat akan diproses makali kali jam thanks,"['kalau', 'ada', 'kendala', 'misal', 'top', 'up', 'emoney', 'tidak', 'bisa', 'masuk', 'langsung', 'saja', 'lapor', 'di', 'livechat', 'akan', 'diproses', 'makali', 'kali', 'jam', 'thanks']","['kendala', 'top', 'up', 'emoney', 'masuk', 'langsung', 'lapor', 'livechat', 'diproses', 'makali', 'kali', 'jam', 'thanks']","kendala, top, up, emoney, masuk, langsung, lapor, livechat, proses, makali, kali, jam, thanks"
Ari Prandiansyah,1,Akun saya di retas dan sudah melakukan pengaduan via live chat tetapi tidak ada tanggapan sama sekali,akun saya di retas dan sudah melakukan pengaduan via live chat tetapi tidak ada tanggapan sama sekali,akun saya di retas dan sudah melakukan pengaduan via live chat tetapi tidak ada tanggapan sama sekali,"['akun', 'saya', 'di', 'retas', 'dan', 'sudah', 'melakukan', 'pengaduan', 'via', 'live', 'chat', 'tetapi', 'tidak', 'ada', 'tanggapan', 'sama', 'sekali']","['akun', 'retas', 'pengaduan', 'via', 'live', 'chat', 'tanggapan']","akun, retas, adu, via, live, chat, tanggap"
Yogy Yunanto,1,Aplikasi kurang update saran jangan pakai link aja,aplikasi kurang update saran jangan pakai link aja,aplikasi kurang update saran jangan pakai link saja,"['aplikasi', 'kurang', 'update', 'saran', 'jangan', 'pakai', 'link', 'saja']","['aplikasi', 'update', 'saran', 'pakai', 'link']","aplikasi, update, saran, pakai, link"
pejuang_ kaleng,2,Sangat menyesalkan aplikasi linkaja untuk keluhan transaksi yang mengalami kendala susah mecahkan permasalahan nya dalam bertransaksi,sangat menyesalkan aplikasi linkaja untuk keluhan transaksi yang mengalami kendala susah mecahkan permasalahan nya dalam bertransaksi,sangat menyesalkan aplikasi linkaja untuk keluhan transaksi yang mengalami kendala susah mecahkan permasalahan ya dalam bertransaksi,"['sangat', 'menyesalkan', 'aplikasi', 'linkaja', 'untuk', 'keluhan', 'transaksi', 'yang', 'mengalami', 'kendala', 'susah', 'mecahkan', 'permasalahan', 'ya', 'dalam', 'bertransaksi']","['menyesalkan', 'aplikasi', 'linkaja', 'keluhan', 'transaksi', 'mengalami', 'kendala', 'susah', 'mecahkan', 'permasalahan', 'bertransaksi']","sesal, aplikasi, linkaja, keluh, transaksi, alami, kendala, susah, mecahkan, masalah, transaksi"
"Yuyun Widaryanto,Spd",5,Sangat baik,sangat baik,sangat baik,"['sangat', 'baik']",[],
Ari E,5,Tolong bantu saya akun link aja di retas orang lain,tolong bantu saya akun link aja di retas orang lain,tolong bantu saya akun link saja di retas orang lain,"['tolong', 'bantu', 'saya', 'akun', 'link', 'saja', 'di', 'retas', 'orang', 'lain']","['tolong', 'bantu', 'akun', 'link', 'retas', 'orang']","tolong, bantu, akun, link, retas, orang"
Muhamad Arsyad,2,kenapa mau aktifkan payleter di suruh update aplikasi versi padahal sudah di update aplikasi terbaru aneh,kenapa mau aktifkan payleter di suruh update aplikasi versi padahal sudah di update aplikasi terbaru aneh,kenapa mau aktifkan payleter di suruh update aplikasi versi padahal sudah di update aplikasi terbaru aneh,"['kenapa', 'mau', 'aktifkan', 'payleter', 'di', 'suruh', 'update', 'aplikasi', 'versi', 'padahal', 'sudah', 'di', 'update', 'aplikasi', 'terbaru', 'aneh']","['aktifkan', 'payleter', 'suruh', 'update', 'aplikasi', 'versi', 'update', 'aplikasi', 'terbaru', 'aneh']","aktif, payleter, suruh, update, aplikasi, versi, update, aplikasi, baru, aneh"
