stemming,label,weight,Rating
"topup, emoney, mandiri, masuk, saldo, komplain, susah, csnya, email, aktif, parah, aplikasi, lumayan, ribu, tolong, kembali, baik, layan, csnya, hai, sobat, linkaja, terima, kasih, pilih, layan, live, chat, linkaja, agent, tangan, sobat, linkaja, mohon, tunggu, tunggu",negative,0 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + -1 + 0 + -3 + 0 + -3 + -2 + 0 + 3 + -4 + 0 + 2 + -2 + 0 + -2 + 3 + 3 + 0 + 0 + 1 + -4 + 0 + -2 + -1 + -1 = -13,3
"bagus, banget, kayak, belah",negative,-2 + 1 + 0 + 0 = -1,5
"halo, admin, tolong, bantu, habis, transfer, bank, linkaja, saldo, linkaja, tambah, saldo, bank, kurang, mohon, bantu, admin",negative,1 + 0 + -3 + -3 + -3 + 0 + 0 + 0 + 2 + 0 + 3 + 2 + 0 + 0 + -2 + -3 + 0 = -6,2
ok,positive,4 = 4,4
"pas, pasuk, blokir, aneh",negative,3 + -2 + 0 + -4 = -3,1
"keren, bantu",negative,0 + -3 = -3,5
"aplikasi, murah, bagus",negative,0 + -3 + -2 = -5,5
"aplikasi, bodoh, customer, service, otoritas",negative,0 + 0 + 0 + 0 + 0 = 0,1
"sesal, simpan, linkaja, pas, tarik, upgrade, susah, hasil, fervikasinya, sesal, sesal, rumit, ewallet, simpan, bank, puguh, puguh, tarik, atm",positive,-1 + 0 + 0 + 3 + 2 + 0 + 0 + 3 + 0 + -1 + -1 + 0 + 0 + 0 + 0 + 0 + 0 + 2 + 0 = 7,1
"isi, saldo, ribu, status, hasil, masuk, akun, linkaja, chat, agenbagaimana, solusi",positive,-2 + 2 + 0 + 0 + 3 + 0 + 0 + 0 + 3 + 0 + 3 = 9,1
"kali, saldo, pending, kembali, dompet, langsung, ditilep",positive,0 + 2 + 0 + 0 + 0 + 3 + 0 = 5,1
"pakai, lancar, metode, bayar, pending, banget, minggu, status, bayar, pending, bayar, pakai, qris, paksa, ntidakmbil, cash, csnya, mohon, ubah, tata, chatnya, jantidakn, klik, doang, kasih, etik, biar, tau, kendala, spesifik",negative,0 + -4 + 0 + -1 + 0 + 1 + 0 + 0 + -1 + 0 + -1 + 0 + 0 + 0 + 0 + 2 + 0 + -2 + 0 + -3 + 0 + 0 + 0 + -1 + -2 + 0 + -1 + 0 + 0 + 0 = -13,2
"terimakasih, bantu, minta, sesuai, request, kak, moga, depan, yangng, baik",positive,5 + -3 + -2 + 3 + 0 + 0 + 1 + 0 + 0 + -3 = 1,5
baik,negative,-3 = -3,1
"najis, aplikasi, bumd",negative,0 + 0 + 0 = 0,1
ok,positive,4 = 4,5
"aplikasi, tidaknti, login, nomer, hak, orang, batas, ambil, uang, hp, login, orang, kayak, hp",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 0,1
"buka, paylater, gagal, kecewa, data, lengkap",negative,-3 + 0 + 0 + 0 + 0 + -2 = -5,1
"upgrade, full, servis, banget",positive,0 + 0 + 3 + 1 = 4,1
"bantu, selesai, akun",negative,-3 + -2 + 0 = -5,1
"isi, e, toll, masala",negative,-2 + 0 + 0 + 0 = -2,1
"apk, sampahh, top, emoney, tidakk, masuk, komplain, customer, service, susah, hubung",positive,0 + 0 + 5 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 = 4,1
apk,negative,0 = 0,1
"refund, susah, live, chat, slow, respon, tunggu, respon, jaring, putus",positive,0 + 0 + 3 + 3 + 1 + 2 + -1 + 2 + 3 + -3 = 10,1
"pending, pulsa, tanggal, okt, live, chat, katayang, tunggu, kali, jam, ssudah, kali, jam, pulsa, masuk, live, chat, menit, alesan, agent, sibuk, live, chat, memenungguyang, ssudah, jam, meyangmbung, customer, service, biji, suruh, tunggu, ganti, kembaliin, pulsayang, customer, service, agent, malas, meyangmbung, system, cakap, hubung, call, center, jaring, sibuk, terima, komplain",positive,0 + 0 + 0 + 0 + 3 + 3 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 3 + 3 + 0 + 0 + 0 + -4 + 3 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + -3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -2 + -1 + 0 + 0 + 3 + -4 + 2 + 0 = 7,1
"kak, pindahin, saldo, link, akun, akun",positive,0 + 0 + 2 + 0 + 0 + 0 = 2,3
"keren, keren, susudah, topup, gerai, alfamart, indomaret, bintang, ssusudah, isi, saldo, alfamart, alfamidi, ta, kasih, bintang",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -2 + 2 + 0 + 0 + 0 + -2 + 0 = -2,4
"transfer, uang",negative,0 + 0 = 0,3
"uptidakrade, full, service, uptidakrade, uptidakrade, pusat, bantu, boot",negative,0 + 0 + 0 + 0 + 0 + 3 + -3 + 0 = 0,1
"suka, aplikasi",negative,-3 + 0 = -3,5
"isi, saldo, masuk, hari, baik, tolong",negative,-2 + 2 + 0 + 0 + -3 + -3 = -6,1
bagus,negative,-2 = -2,2
"sntidakt, kecewa, dentidakn, linkaja, tranfer, dana, status, hasil, saldo, masuk, linkaja, cat, sruh, tunggu, saldo, masuk, hilang, santidakt, kecewa",positive,0 + 0 + 0 + 0 + 0 + 4 + 0 + 3 + 2 + 0 + 0 + 0 + 0 + -1 + 2 + 0 + -3 + 0 + 0 = 7,1
"tolong, bantusaya, ganti, no, linksaja, nyanunggu, chat, agen, respon, woi, link, respon",positive,-3 + 0 + -3 + 0 + 0 + 0 + 3 + 0 + 2 + 0 + 0 + 2 = 1,1
"ganti, nomor, linkaja, kartu, tri, kartu, telkomsel",negative,-3 + 0 + 0 + 0 + 0 + 0 + 0 = -3,5
"menu, daftar, mana",negative,0 + -1 + 0 = -1,2
"aplikasi, sampah, menu, recovery, akun, menu, lupa, pin, kode, verifikasi, via, wa, email, aktif, otp, login, kalah, aplikasi, dana, gopay, linkaja, sampah",positive,0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 0 + 4 + 0 + 0 + 0 = 1,1
"aplikasi, sampah",negative,0 + 0 = 0,1
"susah, jaring, stabil, suruh, cek, koneksisedang, apk, lancar",positive,0 + 3 + 3 + 0 + 0 + 0 + 0 + -4 = 2,1
ok,positive,4 = 4,5
goodd,negative,0 = 0,5
"apk, jelek",negative,0 + 0 = 0,1
"aplikasi, aneh, top, up, tidiiak, masuk, saldiio, diii, suruh, lapor, dii, live, chat, dii, suruh, tunggu, diioang, kga, banget, anehhhh",positive,0 + -4 + 5 + 0 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 3 + 3 + 0 + 0 + -1 + 0 + 0 + 1 + 0 = 9,1
ok,positive,4 = 4,5
"ribet, link, susah, transfer, persulittt, payah",negative,0 + 0 + 0 + 0 + 0 + 0 = 0,2
"kecewa, verifikasi, bos, daya, kali, verifikasi, ssaja, gagal, dokumen, poto, data, ssaja, salah, aduh, tanggung, nys, bos",positive,0 + 0 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 3 = 5,1
"aplikasi, upgrade, akun, top, up, e, money, ssaja, mampus, ujung, suruh, upgrade, besok, coba, top, up, ssaja, bikin, susah, hadehh, parahhh",positive,0 + 0 + 0 + 5 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -2 + 5 + 0 + 0 + 0 + 0 + 0 + 0 = 8,1
"burik, topup, saldo, masuk, pakai, linkaja, topup, emony, proses, selesai, saldo, masuk, customer, service, respon, total, duit, hilang",positive,0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 1 + -2 + 2 + 0 + 0 + 0 + 2 + 0 + 0 + -3 = 2,1
"topup, pakai, brimo, saldo, tabung, potong, saldo, linkaja, call, center, solusi, hatihati, jadi, ikhlas, uang",positive,0 + 0 + 0 + 2 + 3 + 0 + 2 + 0 + 0 + 0 + 3 + 0 + -1 + 4 + 0 = 13,2
"keluh, nelpon, call, center, hasil, rata, telpon, bantu, nasabah, mnyelesaikan, masalahya, selesai",positive,0 + 0 + 0 + 0 + 3 + -1 + 0 + -3 + 4 + 0 + 0 + -2 = 1,1
"parah, blok",negative,0 + 0 = 0,1
"sayang, top, up, tidakme, coba, biar, top, up, tidakme",positive,-3 + 5 + 0 + 0 + -2 + -1 + 5 + 0 + 0 = 4,3
mantap,positive,5 = 5,5
"apk, ribet, ruwet",negative,0 + 0 + 0 = 0,1
"jelek, refund, saldo, nungu, transaksi, aplikasi, belah, tunggu, jamm, refund, saldo, layan, buruk, buruk, selkali",positive,0 + 0 + 2 + 0 + 4 + 0 + 0 + -1 + 0 + 0 + 2 + -2 + 0 + 0 + 0 = 5,1
"dana, tarik",positive,4 + 2 = 6,1
"masuk, masuk, no, hp, masuk, kali, kali, padhal, saldo, dilink, buka, tolong",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + -3 + -3 = -4,2
"link, buruk, banget, layangnan, service, kitim, uang, upgrade, upang, sekinggu, jutidak, heran, kali",negative,0 + 0 + 1 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -4 + 0 = -3,1
"www, update, com",negative,0 + 0 + 0 = 0,5
"eror, ngisi, saldo, masuk, eror, an, ngisi, uang, link, ssaja, takut, aplikasi, eror, an, lapor, admin, sedia, robot, sia, lapor, siapa, tolong, baru, aktivitas, kasih, orang, benar, admin, robot, bikin, malas, simpan, uang, link, ssaja, tskut, eror",negative,0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 2 + 0 + 2 + 0 + 0 + 2 + -1 + -3 + 0 + 0 + -2 + 0 + -2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = -1,5
"kaget, potong, transaksi, e, statement, langsung, uninstal, upaya, tutup, akun",positive,-3 + 0 + 4 + 0 + 0 + 3 + 0 + -1 + 0 + 0 = 3,1
"linkaja, update, otomatis, benah",positive,0 + 0 + 3 + 0 = 3,1
"top, up, saldo, link, bank, bri, masuk",positive,5 + 0 + 2 + 0 + 0 + 0 + 0 = 7,1
"top, up, bank, bni, saldo, masuk, akun, link, kacau",positive,5 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 = 7,1
"instal, kecewa, loding",negative,0 + 0 + 0 = 0,1
"upgrade, akun, premium, makan",positive,0 + 0 + 2 + -1 = 1,1
"apk, aapan, sssudah, gue, usssudah, kali, kena, pending, habis, duit, kagakk, aneh, duit, yaa, mana, admin, yaa, butuh, uang, kocak, banget, eh, tolong, min, gue, usssudah, kali, pending, kena, pending, yari, uang, tuh, susah, kena, pending, habis, uang, yaa, kagakk, tolong, uang, kayak, pending, frezze",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + 0 + 0 + -4 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 1 + 0 + -3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + 0 + 0 + 0 + -3 + 0 + 0 + 0 + 0 = -15,1
"aplikasinyang, pas, top, up, saldo, hasil, saldonyang, masuk, tolong, batidakimana, ssudah, mentidakdu, livechat, ssudah, kirim, bukti, jutidak, transaksi, katanyang, ribu, doang, lumayangn, weh, beli, makan, harap, hati, guys, banyangk, aplikasi, amanah",positive,0 + 3 + 5 + 0 + 2 + 3 + 0 + 0 + -3 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 0 + 4 + 0 + 0 + -1 + 0 + 0 + -2 + -1 + -3 + -2 + 1 + 0 + 0 + 5 = 13,2
"isi, saldo, masuk, jm, masuk, namaya, linkaja, link, konol",negative,-2 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 0,1
"banget, proses, upgrade, akun, full, service",positive,1 + 1 + 0 + 0 + 0 + 0 = 2,3
"buruk, saldo, top, up, hilang, coba, cek, bank, kataya, kirim, pas, ditaya, customer, service, lik, kataya, transaksi, lucu",positive,0 + 2 + 5 + 0 + -3 + -2 + 0 + 0 + 0 + 2 + 3 + 0 + 0 + 0 + 0 + 0 + 4 + -3 = 8,1
mantap,positive,5 = 5,5
gopek,negative,0 = 0,5
puas,positive,3 = 3,5
"ruwet, pokok, link, jantidakn, donwload, transfer, ktp, habis, kasih, ktp, tidakmbar, coba, mending, gopay, tidakmpang, ruwet, anyink",negative,0 + -3 + 0 + 0 + 0 + 0 + 0 + -3 + -2 + 0 + 0 + -2 + -2 + 0 + 0 + 0 + 0 = -12,1
"oke, langsung, jos",positive,2 + 3 + 0 = 5,5
ok,positive,4 = 4,5
"aplikasi, bagus, kali, top, up, dana, bri, linkaja, rp, masuk, complain, via, email, pungsi, complain, livechatt, respon",positive,0 + -2 + 0 + 5 + 0 + 4 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 2 = 9,1
"pindah, data, link, premium, full, service, bantu",negative,-1 + 0 + 0 + 2 + 0 + 0 + -3 = -2,3
"linkaja, aplikasi, kotuptor, tukang, maling, duit",negative,0 + 0 + 0 + 0 + 0 + 0 = 0,1
"apk, verifikasi, proses, jam, n, live, chat, ketik, sesuai, alami, transaksi, update, premium, banget, proses",positive,0 + 0 + 1 + 0 + 0 + 3 + 3 + 0 + 3 + 0 + 4 + 0 + 2 + 1 + 1 = 18,1
"upgrade, full, sevice, proses, kemarin, adu, pakai, boot, live, chate, layan, transaksi, upgrade, hadeh, coba, proses, cepat, apk, custamernya",positive,0 + 0 + 0 + 1 + 0 + 0 + 0 + 0 + 3 + 0 + -2 + 4 + 0 + 0 + -2 + 1 + -3 + 0 + 0 = 2,1
"login, email, verif, tidakk, masukcostumer, service, tidakk, jelaschat, agen, tidakk, respon",positive,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 2 = 2,1
"biaya, transfer, bank, aplikasi",negative,0 + 0 + 0 + 0 = 0,1
"linkaja, bayak, ganggu",negative,0 + 0 + 0 = 0,3
"uang, juta, kembalikembali, bos",positive,0 + 2 + 0 + 3 = 5,1
"aplikasi, tipu, top, up, potong, aplikasi, my, pertamina, kerja, my, pertamina, tipu, klik, plaporan, itikad, lanjut, batidakimana",positive,0 + 0 + 5 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + -2 + 0 = 5,1
"pakai, rubah, akun, livechat, nungu, jam, sambung, via, email, tanggap, sesal, hubungin, pusat, langsung",positive,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 3 + -1 + 0 + 3 + 3 = 8,1
"aplikasi, cepat, aplikasi, laintidak, rumit, simple, pakai, ketagihanapa, qrisny, super, cepatmengalahkan, bank, besarhany, tolong, saldony, tutup, buka, aman",negative,0 + -3 + 0 + 0 + 0 + 3 + 0 + 0 + 0 + -3 + 0 + 0 + 0 + -3 + 0 + 0 + -3 + 0 = -9,5
"yess, oke",positive,0 + 2 = 2,5
"aplikasi, pasuk, kode, verifikasi, blokir, aplikasi",negative,0 + -2 + 0 + 0 + 0 + 0 = -2,1
ribet,negative,0 = 0,1
"gagal, log, terustau, tau, terkuncigk, meg",negative,0 + 0 + 0 + 0 + 0 + 0 = 0,2
bantu,negative,-3 = -3,5
good,positive,5 = 5,5
"aplikasi, buruk, layan, buruk, najis",negative,0 + 0 + -2 + 0 + 0 = -2,1
nan,negative,0 = 0,5
"ribet, mengapus, akun, data, rating",negative,0 + 0 + 0 + 0 + 0 = 0,1
"biaya, ayan, nominal, potong, pemberitahuan, aplikasi, rugi, guna",positive,0 + 0 + 0 + 0 + 0 + 0 + 0 + 1 = 1,1
nan,negative,0 = 0,5
"ngambil, uang, salah, transfer, teman, transfer, dana, transfer, nomor, telepon, suruh, akuu, buka, apk, tidakuu, daftar, minta, password, akuu, pilih, lupa, password, pasuk, email, tidakuu, aneh, daftar, minta, email, password, blokir, tanggung, nih",negative,0 + 0 + 0 + 0 + 0 + 0 + 4 + 0 + 0 + 0 + 0 + 0 + -3 + 0 + 0 + -1 + -2 + 0 + 0 + 0 + -1 + 0 + -2 + 0 + 0 + -4 + -1 + -2 + 0 + 0 + 0 + 0 + 0 = -12,1
"good, apk",positive,5 + 0 = 5,5
"parah, chat, agen, upload, ktp",positive,0 + 3 + 0 + 0 + 0 = 3,1
"saking, simpel, reset, pin, customer, service, customer, servicenya, robot, menu, atur",negative,0 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -4 = -1,1
"beli, paket, data, mytelkomsel, bayar, linkaja, transaksi, sukses, data, paket, aktif, uang, hilang",positive,-2 + 4 + 0 + 0 + -1 + 0 + 4 + 3 + 0 + 4 + -2 + 0 + -3 = 7,1
"download, aplikasi, uang, hilang, juta, hubung, csnya",negative,0 + 0 + 0 + -3 + 2 + -1 + 0 = -2,1
macet,negative,0 = 0,5
"linkaja, kerjasama, pt, kai, bayar, krl, pakai, isi, bensin, krl, bayar, ecommerce, kurang, fiturnya, kerjasama, ditambahin, bintang",positive,0 + 3 + 0 + 0 + -1 + 0 + 0 + -2 + 0 + 0 + -1 + 0 + 0 + 0 + 3 + 0 + 0 = 2,4
good,positive,5 = 5,5
"aplikasi, lemah, top, up, pulsa, pending, selalubisa, masuk, minggu, itu, hubung, via, email, berbelitbelit",negative,0 + -5 + 5 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 = -1,1
"proses, upgrade, full, service, nya",positive,1 + 0 + 0 + 0 + 0 = 1,1
ok,positive,4 = 4,5
"transaksi, beli, pulsa",positive,4 + -2 + 0 = 2,1
"beli, pulsa, telkomsel, pakai, link, ribu, saldo, link, kurang, pulsa, tambah, tolong, benah",negative,-2 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 3 + -3 + 0 = 0,1
"customer, serviceya, cacad, msalahya, komplen, bantu, pulih, akun, soalya, akun, gmail, ku, lupa, sandi, uang, masuk, link, ku, ribu, tolong, bantu, mohon",negative,0 + 0 + 0 + 0 + 0 + -3 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + -3 + -2 = -12,1
"aplikasi, buruk, download, guys, sesal, pliss, saldo, yangkut, aplikasi, teribet, amanah, kekamuhan, customer, cuman, suruh, hubungin, customer, service, komputer, ujung, selesa, moga, niat, nipu, sulit, orang, karma, secepatya",positive,0 + 0 + 0 + 1 + -1 + 0 + 2 + 0 + 0 + 0 + 5 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 3 + 1 + 0 + 0 + 0 + 0 + 0 + 0 = 11,1
"coba, aplikasi, moga, bagus, kasih, nilai, btng",negative,-2 + 0 + 1 + -2 + -2 + 5 + 0 = 0,3
"mudah, transaksi, pulsa, data",negative,-4 + 4 + 0 + 0 = 0,5
"isi, saldo, bank, masuk",negative,-2 + 2 + 0 + 0 = 0,1
"apk, tolol, top, up, bank, baca, status, hasil, saldo, masuk, link, ajamana, customer, service, lelet, banget, hubung",positive,0 + 0 + 5 + 0 + 0 + -3 + 0 + 3 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 1 + -1 = 7,1
"transaksi, pending, eh, update, transaksi, pending, hapus, notif, refund, mantap, duit, lari, mana, receh, korup, juta",positive,4 + 0 + 0 + 0 + 4 + 0 + 0 + 0 + 0 + 5 + 0 + 0 + 0 + 0 + 0 + 2 = 15,3
"tolong, baik, aplikasi, loadingnya",negative,-3 + -3 + 0 + 0 = -6,2
"topup, juta, lapor, hasil, saldo, masuk, livechat, suruh, tunggu, ber, jam, jam, respon, complain, via, email, fungsi, nih, butuh, banget, duit, duh",positive,0 + 2 + 2 + 3 + 2 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 1 + 0 + 0 = 11,1
"tanggung, apk",negative,0 + 0 = 0,1
"buka, aplikasi",negative,-3 + 0 = -3,1
"live, chat, customer, service, jam, tunggu, customer, service, repon",positive,3 + 3 + 0 + 0 + 0 + -1 + 0 + 0 + 0 = 5,1
"tolong, link, akun, buka, mohon, tindak, lanjut, saldo, akun, kunci",negative,-3 + 0 + 0 + -3 + -2 + 0 + -2 + 2 + 0 + 3 = -5,1
"gagal, upgrade, full, service, gara, gara, ektp, jelek, daftar, apps, dana, kecewa, berat, saldo, ribu, tarik, kecewa",positive,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 4 + 0 + 0 + 2 + 0 + 2 + 0 = 7,1
"t, ramee",negative,0 + 0 = 0,1
"saran, ssaja, nama, kirim, uang, pakai, nomor, telepon, mending, sensor, ssaja, lacak, nama, pakai, nomor, telepon",negative,-2 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = -2,1
good,positive,5 = 5,5
ok,positive,4 = 4,5
"masuk, aplikasi, transaksi",positive,0 + 0 + 4 = 4,1
"layan, live, chat, meyambung, makan, bayak, waktuuu, buruk, banget",positive,-2 + 3 + 3 + 0 + -1 + 0 + 0 + 0 + 1 = 4,1
"aplikasi, tipu, masak, habis, top, up, saldo, akun, blokir, aplikasi, bantidake, link",positive,0 + 0 + -2 + -3 + 5 + 0 + 2 + 0 + 0 + 0 + 0 + 0 = 2,1
"aplikasi, masuk, susah, benerkelurkeluar, terusmana, saldo, bayangr, kuliahpekok",positive,0 + 0 + 0 + 0 + 0 + 2 + 0 + 0 = 2,2
"kecewa, isi, pulsa, gagal, masak, saldo, apk",negative,0 + -2 + 0 + 0 + -2 + 2 + 0 = -2,1
"uang, masuk, ribu",negative,0 + 0 + 0 = 0,1
"akun, blokir, buka, blokir, tau, hubung, call, center, guna, arah, mypertamina, linkaja, aplikasi, bayar",negative,0 + 0 + -3 + 0 + 0 + -1 + 0 + 0 + 1 + -1 + 0 + 0 + 0 + -1 = -5,1
"laku, transaksi, linkaja, hapus, riwayat, transaksi",positive,0 + 4 + 0 + 0 + 0 + 4 = 8,5
"bagus, donkkemaren, transaksi, lancar, sajasekarang, isi, saldo, batasisetiap, transaksi, gagal",positive,-2 + 0 + 4 + -4 + 0 + -2 + 2 + 0 + 4 + 0 = 2,3
"susah, verifikasi, versi, foto, dokumen, jalas, foto, wajah, kali, coba, gagal, data, foto, sesuai, tolong, solusi, kecewa",positive,0 + 0 + 0 + 3 + 0 + 0 + 3 + 0 + 0 + -2 + 0 + 0 + 3 + 3 + -3 + 3 + 0 = 10,1
"pendintidak, jelas",negative,0 + -1 = -1,1
"mantap, top",positive,5 + 5 = 10,4
"simpel, mudah, praktis",positive,3 + -4 + 4 = 3,5
"kena, tipu, atas, nama, nih, apk, pas, cek, pakai, nomer, daftar, padhal, pakai, nih, apk",positive,0 + 0 + 0 + 0 + 0 + 0 + 3 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 0 = 2,1
"verifikasi, banget, min",positive,0 + 1 + 0 = 1,2
coba,negative,-2 = -2,1
"nunggui, kode, ferivikasi, muncul, kayak, bebegitu, bebegitu",negative,0 + 0 + 0 + -1 + 0 + 0 + 0 = -1,1
"daftar, transaksi, lancar, transfer, transaksi, gagal, kirim, pulsa, link, tolong, bantu",negative,-1 + 4 + -4 + 0 + 4 + 0 + 2 + 0 + 0 + -3 + -3 = -1,1
"status, full, servis, kirim, uang, transfer, hubung, email, gilir, email, email, pakai, pusat, bantu, live, chat, bantu, robot, tolong, baik, akun, tolong, baik",negative,0 + 0 + 3 + 2 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + 3 + -3 + 3 + 3 + -3 + 0 + -3 + -3 + 0 + -3 + -3 = -5,2
"mudah, transaksi",negative,-4 + 4 = 0,4
lambat,positive,1 = 1,1
"pengin, tau, linkaja, layan, customer, lihat, ig, komen, post, netizen, alih, bantu, kolom, komen, tutup, pilih, bantu, live, chat, bantu, balas, bot, bayar, proses, dicancel, beli, emoney, debet, saldo, masuk, sulit, langgan",negative,0 + 0 + 0 + -2 + 0 + 3 + 0 + 0 + 0 + 0 + 0 + -3 + 0 + 0 + 0 + 0 + -3 + 3 + 3 + -3 + -1 + 0 + -1 + 1 + 0 + -2 + 0 + 0 + 2 + 0 + 0 + 2 = -1,1
"bintang, soalya, proses, premium, banget",positive,0 + 0 + 1 + 2 + 1 = 4,2
"apk, jelek, dipakaikonek, bayar, ecommerce, saldo, suruh, upgrade, apk, playstore, status, upgrade, tanggap, jawab, standar, hubung, livechat, linkaja, website, syangnya, pusat, bantu, isi, robot, selesai, jaman, orba, bumn, niat, baik, layan, nyata",negative,0 + 0 + 0 + -1 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 3 + -3 + 0 + -1 + 0 + 0 + 0 + 0 + 3 + -3 + -2 + 0 + -2 + 0 + 0 + 0 + 0 + -3 + -2 + -4 = -13,1
"proses, updrade, lamaaaaa",positive,1 + 0 + 0 = 1,1
"pakai, apps, lingaja, bagus, tambah, bintang",positive,0 + 0 + 0 + -2 + 3 + 0 = 1,3
"akun, blok, linkaja, saldo",positive,0 + 0 + 0 + 2 = 2,1
"aplikasi, tidiak, akun, suspendi, tahi, padiahal, tidiak, ntidiakpa in, uang",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 0,1
"mini, kaluar, log",negative,0 + 0 + 0 = 0,4
"aplikasi, bagus",negative,0 + -2 = -2,5
"aplikasi, masuk, akun, coba, hubung, customer, service, masuk, nih, aplikasi, uninstall",negative,0 + 0 + 0 + -2 + -1 + 0 + 0 + 0 + 0 + 0 + 0 = -3,1
"bantu, bayar",negative,-3 + -1 = -4,5
"beli, paket, data, aplikasi, tanggal, sep, sep, masuk, paket, data, klik, bantu, pesan, catat, pending, pilih, call, center, manusia, otomatis, complain, beli, uang, hak, ikhlas, saldo, potong",positive,-2 + 4 + 0 + 0 + 0 + 0 + 0 + 0 + 4 + 0 + 0 + -3 + -2 + 0 + 0 + 0 + 0 + 0 + 3 + 3 + 0 + -2 + 0 + 0 + 4 + 2 + 0 = 11,1
"aplikasi, link, sssaja, bagaimanasaya, kirim, uag, bank, kirim, uang, link, sssaja, bisadan, tarik, tunai, atm, bisapadahal, limit, juta, sssaja, pakai, jutakataya, suruh, live, chat, kali, live, chat, hasil, memuaskayang, keluh, kendalaya, robotini, customer, kemanatolong, baik, segerasaya, mohonmasih, mending, aplikasi, dana, kompleks",positive,0 + 0 + 0 + 0 + 2 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 2 + 3 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 3 + 3 + 0 + 3 + 3 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + 0 + 0 + -2 + 0 + 4 + 0 = 25,1
"upgread, gagal, mulu",negative,0 + 0 + -2 = -2,5
"bagus, tolong, bantu, guna, guna, penghasilanya, biaya, admin, transfer, dll, jujur, berat, penghsilan, ssaja, rondom, kadang, ribu, kadang, ribu, ribu, cairin, marchant, kena, admin, lumayan, gede, uang, hasil, kerja, kurang, transfer, bank, admin, gede, biaya, admin, hapus, ssaja, kurang, ribu",negative,-2 + -3 + -3 + 1 + 1 + 0 + 0 + 0 + 0 + 0 + -4 + 0 + 0 + 0 + 0 + 3 + 0 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + -2 + 0 + 3 + 2 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 0 + 0 + 0 = -4,5
